task_id,scenario,segment,candidate_origins,retained_origins,excluded_origins,target_crossing_excluded,nonfinite_target_excluded,text_available_origins,unique_selected_texts,target_raw_mean,target_raw_std,target_standardized_mean,target_standardized_std,standardization_max_abs_error
Agriculture_h12_f1,proxy,train,188,177,11,11,0,177,67,133.78350830078125,15.512048721313477,0.22074270248413086,0.8348361253738403,7.152557373046875e-07
Agriculture_h12_f1,conservative_lag,train,188,177,11,11,0,177,67,133.78350830078125,15.512048721313477,0.22074270248413086,0.8348361253738403,7.152557373046875e-07
Agriculture_h12_f1,complete_source_audit_only,train,188,177,11,11,0,0,0,133.78350830078125,15.512048721313477,0.22074270248413086,0.8348361253738403,7.152557373046875e-07
Agriculture_h12_f1,proxy,calibration,54,43,11,11,0,43,92,155.0804443359375,2.59562349319458,1.366912603378296,0.13969267904758453,7.152557373046875e-07
Agriculture_h12_f1,conservative_lag,calibration,54,43,11,11,0,43,91,155.0804443359375,2.59562349319458,1.366912603378296,0.13969267904758453,7.152557373046875e-07
Agriculture_h12_f1,complete_source_audit_only,calibration,54,43,11,11,0,0,0,155.0804443359375,2.59562349319458,1.366912603378296,0.13969267904758453,7.152557373046875e-07
Agriculture_h12_f1,proxy,decision,106,95,11,11,0,95,337,169.0218505859375,8.018486022949219,2.1172187328338623,0.4315434396266937,7.152557373046875e-07
Agriculture_h12_f1,conservative_lag,decision,106,95,11,11,0,95,335,169.0218505859375,8.018486022949219,2.1172187328338623,0.4315434396266937,7.152557373046875e-07
Agriculture_h12_f1,complete_source_audit_only,decision,106,95,11,11,0,0,0,169.0218505859375,8.018486022949219,2.1172187328338623,0.4315434396266937,7.152557373046875e-07
Agriculture_h12_f1,proxy,test,53,42,11,11,0,42,192,191.33944702148438,7.453915596008301,3.31831955909729,0.40115901827812195,7.152557373046875e-07
Agriculture_h12_f1,conservative_lag,test,53,42,11,11,0,42,193,191.33944702148438,7.453915596008301,3.31831955909729,0.40115901827812195,7.152557373046875e-07
Agriculture_h12_f1,complete_source_audit_only,test,53,42,11,11,0,0,0,191.33944702148438,7.453915596008301,3.31831955909729,0.40115901827812195,7.152557373046875e-07
Climate_h4_f2,proxy,train,584,581,3,3,0,581,817,57.677093505859375,8.914460182189941,-0.0073844920843839645,1.0032851696014404,7.152557373046875e-07
Climate_h4_f2,conservative_lag,train,584,581,3,3,0,581,817,57.677093505859375,8.914460182189941,-0.0073844920843839645,1.0032851696014404,7.152557373046875e-07
Climate_h4_f2,complete_source_audit_only,train,584,581,3,3,0,0,0,57.677093505859375,8.914460182189941,-0.0073844920843839645,1.0032851696014404,7.152557373046875e-07
Climate_h4_f2,proxy,calibration,127,124,3,3,0,124,224,44.34651565551758,10.340105056762695,-1.5076851844787598,1.1637355089187622,7.152557373046875e-07
Climate_h4_f2,conservative_lag,calibration,127,124,3,3,0,124,224,44.34651565551758,10.340105056762695,-1.5076851844787598,1.1637355089187622,7.152557373046875e-07
Climate_h4_f2,complete_source_audit_only,calibration,127,124,3,3,0,0,0,44.34651565551758,10.340105056762695,-1.5076851844787598,1.1637355089187622,7.152557373046875e-07
Climate_h4_f2,proxy,decision,254,251,3,3,0,251,399,63.68208312988281,10.47585678100586,0.6684520244598389,1.179013729095459,7.152557373046875e-07
Climate_h4_f2,conservative_lag,decision,254,251,3,3,0,251,397,63.68208312988281,10.47585678100586,0.6684520244598389,1.179013729095459,7.152557373046875e-07
Climate_h4_f2,complete_source_audit_only,decision,254,251,3,3,0,0,0,63.68208312988281,10.47585678100586,0.6684520244598389,1.179013729095459,7.152557373046875e-07
Climate_h4_f2,proxy,test,127,124,3,3,0,124,220,57.82483673095703,14.201980590820312,0.00924381148070097,1.5983734130859375,7.152557373046875e-07
Climate_h4_f2,conservative_lag,test,127,124,3,3,0,124,220,57.82483673095703,14.201980590820312,0.00924381148070097,1.5983734130859375,7.152557373046875e-07
Climate_h4_f2,complete_source_audit_only,test,127,124,3,3,0,0,0,57.82483673095703,14.201980590820312,0.00924381148070097,1.5983734130859375,7.152557373046875e-07
Environment_h7_f2,proxy,train,7933,7927,6,6,0,7927,1037,92.90145874023438,44.69654083251953,0.0005072575877420604,1.002140760421753,4.76837158203125e-07
Environment_h7_f2,conservative_lag,train,7933,7927,6,6,0,7927,1037,92.90145874023438,44.69654083251953,0.0005072575877420604,1.002140760421753,4.76837158203125e-07
Environment_h7_f2,complete_source_audit_only,train,7933,7927,6,6,0,0,0,92.90145874023438,44.69654083251953,0.0005072575877420604,1.002140760421753,4.76837158203125e-07
Environment_h7_f2,proxy,calibration,1598,1592,6,6,0,1592,233,74.47505187988281,36.92488479614258,-0.41263100504875183,0.827892541885376,4.76837158203125e-07
Environment_h7_f2,conservative_lag,calibration,1598,1592,6,6,0,1592,233,74.47505187988281,36.92488479614258,-0.41263100504875183,0.827892541885376,4.76837158203125e-07
Environment_h7_f2,complete_source_audit_only,calibration,1598,1592,6,6,0,0,0,74.47505187988281,36.92488479614258,-0.41263100504875183,0.827892541885376,4.76837158203125e-07
Environment_h7_f2,proxy,decision,3196,3190,6,6,0,3190,436,68.32695770263672,29.570417404174805,-0.5504773259162903,0.6629980802536011,4.76837158203125e-07
Environment_h7_f2,conservative_lag,decision,3196,3190,6,6,0,3190,436,68.32695770263672,29.570417404174805,-0.5504773259162903,0.6629980802536011,4.76837158203125e-07
Environment_h7_f2,complete_source_audit_only,decision,3196,3190,6,6,0,0,0,68.32695770263672,29.570417404174805,-0.5504773259162903,0.6629980802536011,4.76837158203125e-07
Environment_h7_f2,proxy,test,1598,1592,6,6,0,1592,229,59.47137451171875,23.388343811035156,-0.7490283250808716,0.5243898630142212,4.76837158203125e-07
Environment_h7_f2,conservative_lag,test,1598,1592,6,6,0,1592,229,59.47137451171875,23.388343811035156,-0.7490283250808716,0.5243898630142212,4.76837158203125e-07
Environment_h7_f2,complete_source_audit_only,test,1598,1592,6,6,0,0,0,59.47137451171875,23.388343811035156,-0.7490283250808716,0.5243898630142212,4.76837158203125e-07
SocialGood_h3_f1,proxy,train,342,340,2,2,0,0,0,5.129509925842285,1.5083433389663696,0.006587473675608635,1.0100128650665283,4.76837158203125e-07
SocialGood_h3_f1,conservative_lag,train,342,340,2,2,0,0,0,5.129509925842285,1.5083433389663696,0.006587473675608635,1.0100128650665283,4.76837158203125e-07
SocialGood_h3_f1,complete_source_audit_only,train,342,340,2,2,0,0,0,5.129509925842285,1.5083433389663696,0.006587473675608635,1.0100128650665283,4.76837158203125e-07
SocialGood_h3_f1,proxy,calibration,92,90,2,2,0,71,568,7.68222188949585,1.4551246166229248,1.715928077697754,0.9743767380714417,4.76837158203125e-07
SocialGood_h3_f1,conservative_lag,calibration,92,90,2,2,0,70,561,7.68222188949585,1.4551246166229248,1.715928077697754,0.9743767380714417,4.76837158203125e-07
SocialGood_h3_f1,complete_source_audit_only,calibration,92,90,2,2,0,0,0,7.68222188949585,1.4551246166229248,1.715928077697754,0.9743767380714417,4.76837158203125e-07
SocialGood_h3_f1,proxy,decision,183,181,2,2,0,181,1561,5.647697925567627,1.088475227355957,0.35357528924942017,0.728861927986145,4.76837158203125e-07
SocialGood_h3_f1,conservative_lag,decision,183,181,2,2,0,181,1558,5.647697925567627,1.088475227355957,0.35357528924942017,0.728861927986145,4.76837158203125e-07
SocialGood_h3_f1,complete_source_audit_only,decision,183,181,2,2,0,0,0,5.647697925567627,1.088475227355957,0.35357528924942017,0.728861927986145,4.76837158203125e-07
SocialGood_h3_f1,proxy,test,91,89,2,2,0,89,863,5.2988762855529785,0.6257569789886475,0.11999832093715668,0.4190177321434021,4.76837158203125e-07
SocialGood_h3_f1,conservative_lag,test,91,89,2,2,0,89,860,5.2988762855529785,0.6257569789886475,0.11999832093715668,0.4190177321434021,4.76837158203125e-07
SocialGood_h3_f1,complete_source_audit_only,test,91,89,2,2,0,0,0,5.2988762855529785,0.6257569789886475,0.11999832093715668,0.4190177321434021,4.76837158203125e-07
